,Unnamed: 0,userid,placeid,frequency,id_x,created_at,lng,lat,photos_count_x,checkins_count,users_count,radius_meters,highlights_count_x,items_count_x,max_items_count,spot_categories,state,id_y,bookmarked_spots_count,challenge_pin_count,country_pin_count,highlights_count_y,items_count_y,photos_count_y,pins_count,province_pin_count,region_pin_count,state_pin_count,trips_count,friends_count,stamps_count,checkin_num,places_num,ts,cluster
257,385,295,420315,1,420315,2010-01-20T19:26:11Z,0.6964983513941307,0.36214399071163283,1177,0.3082159807048938,1657,100,41,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",Texas,295,0,5,1,0,7,0,9,0,4,3,0,0.050666666666666665,10,0.13333333333333336,10,0.44832728366712615,7
256,384,295,45930,1,45930,2009-10-13T01:17:09Z,0.696390965524585,0.36192179112009604,42,0.014082315412744106,286,50,2,10,10,"[{'url': '/categories/82', 'name': 'French'}]",Texas,295,0,5,1,0,7,0,9,0,4,3,0,0.050666666666666665,10,0.13333333333333336,10,0.3364743805553907,7
260,388,295,709337,1,709337,2010-03-14T17:19:00Z,0.6964817685356328,0.3614709675059955,7,0.004201353769547966,72,75,0,4,10,"[{'url': '/categories/242', 'name': 'Movie Rental'}]",Texas,295,0,5,1,0,7,0,9,0,4,3,0,0.050666666666666665,10,0.13333333333333336,10,0.5076551297560812,7
261,389,295,1094265,1,1094265,2010-05-10T12:21:17Z,0.9505756140576693,0.6924709316291195,1,0.0010114370185948806,15,75,0,0,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",Pennsylvania,295,0,5,1,0,7,0,9,0,4,3,0,0.050666666666666665,10,0.13333333333333336,10,0.5713352367618363,7
253,381,295,9246,1,9246,2009-02-25T23:03:57Z,0.6966090436431345,0.3619568871873593,555,0.6738893643507352,6511,500,15,12,10,"[{'url': '/categories/243', 'name': 'Convention Center'}]",Texas,295,0,5,1,0,7,0,9,0,4,3,0,0.050666666666666665,10,0.13333333333333336,10,0.07960170079849149,7
262,390,295,7050076,1,7050076,2011-03-10T18:39:15Z,0.6964969194241437,0.3621467523702555,36,0.009375243133898701,233,75,0,3,10,"[{'url': '/categories/234', 'name': 'Special Event'}]",Texas,295,0,5,1,0,7,0,9,0,4,3,0,0.050666666666666665,10,0.13333333333333336,10,0.9124931436265591,6
298,426,308,7296718,1,7296718,2011-04-27T17:27:13Z,0.9632236521962703,0.7200160066480414,0,3.890142379211079e-05,1,100,0,0,10,"[{'url': '/categories/202', 'name': 'Discount Store'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.9662576232503604,6
281,409,308,416127,1,416127,2010-01-19T23:21:53Z,0.9609576755157079,0.7238314958849605,7,0.0012837469851396562,26,75,0,3,10,"[{'url': '/categories/81', 'name': 'South American / Latin'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.44738955058189944,0
274,402,308,80287,1,80287,2009-11-05T19:23:25Z,0.5002557562954473,0.5608101929878435,28,0.011942737104178014,290,75,2,10,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.36310922899465936,1
289,417,308,611449,1,611449,2010-02-25T21:49:46Z,0.4998975875153153,0.561588242514026,3,0.0010114370185948806,17,50,1,3,10,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.4888045119161468,1
270,398,308,33634,1,33634,2009-10-01T18:36:45Z,0.9639931809703486,0.718380945515853,3,0.0034622267174978603,68,75,2,3,10,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",New York,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.323828727149003,0
299,427,308,7314099,1,7314099,2011-04-30T22:20:58Z,0.9628248700752181,0.721672404007399,0,3.890142379211079e-05,1,75,0,0,10,"[{'url': '/categories/392', 'name': 'Bike Shop'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.9698501384226326,6
297,425,308,7101444,1,7101444,2011-03-20T00:54:37Z,0.9629466798783022,0.7218177992583561,0,0.00019450711896055396,5,75,0,0,10,"[{'url': '/categories/160', 'name': 'Indian'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.922876781031654,6
264,392,308,11102,1,11102,2009-04-14T15:04:06Z,0.5002395431836386,0.5611217669030555,142,0.08741149926087295,1902,200,25,10,10,"[{'url': '/categories/150', 'name': 'Fountain'}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.13304863231880049,1
282,410,308,461885,1,461885,2010-01-27T18:07:59Z,0.9624559904383729,0.7217373374639675,6,0.007935890453590602,32,75,0,5,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.4561152258508159,0
278,406,308,300288,1,300288,2009-12-31T05:17:59Z,0.9638657724851591,0.7241210018200577,0,0.00023340854275266475,6,75,0,0,10,"[{'url': '/categories/56', 'name': 'Other - Nightlife '}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.4252415923465165,0
272,400,308,52670,1,52670,2009-10-18T16:21:35Z,0.9629887332684393,0.7217945808782753,10,0.00245078969890298,20,50,0,4,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.34278493047956005,0
276,404,308,235997,1,235997,2009-12-19T18:50:12Z,0.5003086654176541,0.561598348707091,20,0.008752820353224928,192,75,0,8,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.41241888598430876,1
283,411,308,486348,1,486348,2010-01-31T20:16:01Z,0.9635079345783779,0.7179691368988754,1,0.0011281412899712129,23,75,0,2,10,"[{'url': '/categories/83', 'name': 'Middle Eastern'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.4606999669149907,0
284,412,308,542406,2,542406,2010-02-11T19:46:21Z,0.9609400031753814,0.7237782957269407,7,0.0030343110557846417,28,250,0,2,10,"[{'url': '/categories/438', 'name': 'Target'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.47301074716503066,0
265,393,308,12551,1,12551,2009-05-05T03:26:03Z,0.5003359759513593,0.5616735906948964,38,0.026180658212090563,474,250,1,10,10,"[{'url': '/categories/77', 'name': 'Casino'}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.15605159164546833,1
279,407,308,335675,1,335675,2010-01-06T21:41:01Z,0.9637435059910242,0.723770926901294,3,0.0006224227806737727,9,75,0,0,10,"[{'url': '/categories/18', 'name': 'Asian'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.4327346063271733,0
266,394,308,23372,1,23372,2009-09-01T22:20:55Z,0.5005189323548231,0.5601713007456961,353,0.5307710262195596,6689,2000,30,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.29036542001469456,1
268,396,308,29152,1,29152,2009-09-26T00:17:48Z,0.5003330757173625,0.5615909719273857,60,0.045981482922274955,823,100,9,10,10,"[{'url': '/categories/77', 'name': 'Casino'}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.31736671603247046,1
275,403,308,162607,1,162607,2009-12-04T05:10:30Z,0.5002963394257021,0.5614593667494361,24,0.01030887730490936,205,50,2,9,10,"[{'url': '/categories/58', 'name': 'Other - Entertainment'}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.3949616955410207,1
267,395,308,24963,1,24963,2009-09-14T23:00:02Z,0.9619751016234254,0.7170170288685875,133,0.25838325682719987,3564,1500,19,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.3049722823811791,0
285,413,308,561616,1,561616,2010-02-14T23:55:45Z,0.9616535570473261,0.722174438400043,2,0.0007002256282579943,12,75,0,0,10,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.4765687290297116,0
291,419,308,717154,1,717154,2010-03-15T20:58:21Z,0.962219031700439,0.7222168625862884,3,0.0011281412899712129,20,250,0,2,10,"[{'url': '/categories/443', 'name': 'The Home Depot'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.5089471893716002,0
288,416,308,588506,2,588506,2010-02-20T18:41:15Z,0.9633332492179899,0.7246005822700734,4,0.004473663736092741,48,150,0,4,10,"[{'url': '/categories/422', 'name': 'Whole Foods'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.48305141341155533,0
295,423,308,6591321,1,6591321,2010-12-16T03:18:36Z,0.5005225101943744,0.5626092956486413,0,0.0005835213568816618,15,75,4,0,10,"[{'url': '/categories/208', 'name': 'Other - Place of Worship'}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.8175902805908457,6
287,415,308,582885,1,582885,2010-02-19T20:04:56Z,0.7839898148206292,0.5246625139419412,2,0.0036178324126663036,71,75,0,2,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",Tennessee,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.48199531193154144,4
296,424,308,7094050,1,7094050,2011-03-18T22:47:43Z,0.5074844095844824,0.574038928233791,2,0.0002723099665447755,7,1000,1,0,10,"[{'url': '/categories/41', 'name': 'National Park'}]",Nevada,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.9216567079840416,6
273,401,308,62192,1,62192,2009-10-25T15:41:10Z,0.9644555964929026,0.7197527453432657,1,0.0019450711896055396,39,75,1,5,10,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",New York,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.35060229280917454,0
290,418,308,644443,1,644443,2010-03-04T18:55:09Z,0.9634757308292439,0.7202237450735351,5,0.004162452345755855,39,100,0,4,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.4965173788708235,0
293,421,308,1020215,1,1020215,2010-04-26T21:45:08Z,0.963295558026245,0.724671315828777,1,0.0007780284758422158,14,100,0,1,10,"[{'url': '/categories/394', 'name': 'Nike'}]",New Jersey,308,0,14,1,0,7,2,20,0,6,5,0,0.034666666666666665,39,0.9111111111111112,37,0.5560766149914649,0
302,430,311,17249,1,17249,2009-07-11T02:12:01Z,0.6965956300627298,0.36197550335467765,48,0.03228818174745196,673,75,2,10,10,"[{'url': '/categories/100', 'name': 'Steakhouse'}]",Texas,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.23111848906021137,7
306,435,311,29825,1,29825,2009-09-26T20:18:51Z,0.41885565525670887,0.6174338164421691,7,0.007663580487045826,105,75,1,7,10,"[{'url': '/categories/123', 'name': 'Breakfast'}]",California,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.3183019184920006,5
308,437,311,49466,1,49466,2009-10-16T04:40:46Z,0.4187451539920022,0.6180097627378847,9,0.010736792966622579,221,75,1,10,10,"[{'url': '/categories/237', 'name': 'Soul Food'}]",California,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.33999671304166057,5
310,439,311,306649,1,306649,2010-01-01T08:39:44Z,0.4188762161880659,0.6177377426902302,0,0.0010503384423869915,20,75,0,2,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",California,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.42651994765056855,5
309,438,311,210176,2,210176,2009-12-14T21:41:42Z,0.4188475598830983,0.6179764516621218,36,0.035283591379444486,489,75,1,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",California,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.4069461159191121,5
311,440,311,422825,1,422825,2010-01-21T04:24:03Z,0.4188657553729833,0.6180158258619364,10,0.008130397572551155,152,50,0,10,10,"[{'url': '/categories/926', 'name': 'Thai'}]",California,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.4487460957312095,5
307,436,311,32818,1,32818,2009-09-30T19:58:29Z,0.42459975078193857,0.6026626639994486,13,0.012876371275188672,232,75,0,10,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",California,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.3227711072935726,5
303,431,311,21093,1,21093,2009-08-15T13:41:43Z,0.6961486315589438,0.3613361838372633,69,0.05006613242044659,751,75,5,10,10,"[{'url': '/categories/124', 'name': 'Diner'}]",Texas,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.27089969142199166,7
301,429,311,11539,1,11539,2009-04-20T02:29:39Z,0.4181133865788744,0.6424735567299065,17,0.005718509297440286,112,50,2,7,10,"[{'url': '/categories/16', 'name': 'American'}]",California,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.13918874784666357,5
304,433,311,26068,1,26068,2009-09-20T05:13:08Z,0.41871471082339107,0.6178351717851571,2,0.006068622111569283,126,50,0,10,10,"[{'url': '/categories/18', 'name': 'Asian'}]",California,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.3108691074477967,5
300,428,311,9313,1,9313,2009-03-13T18:55:38Z,0.6965409334697825,0.362130147619514,167,0.13634949039134833,2426,75,6,11,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]",Texas,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.09734853757477069,7
305,434,311,27884,1,27884,2009-09-23T23:39:58Z,0.4189253028051063,0.6178371500847937,11,0.011242511475920019,188,75,0,10,10,"[{'url': '/categories/27', 'name': 'Wine Bar'}]",California,311,0,5,1,0,9,1,9,0,4,3,0,0.26666666666666666,16,0.26666666666666666,16,0.3150947332592047,5
318,447,326,21778,1,21778,2009-08-20T20:21:09Z,0.4215406166595632,0.6064582544703168,0,0.010697891542830467,87,50,0,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",California,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.2768170210455416,5
323,452,326,26276,1,26276,2009-09-20T21:05:17Z,0.42153140200231975,0.6065115072456588,11,0.016416400840270753,272,50,1,10,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",California,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.31161050291163406,5
315,444,326,9247,1,9247,2009-02-25T23:07:47Z,0.6966205237353345,0.3620143129934026,149,0.2666692600949195,3445,75,7,10,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",Texas,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.0796046856390582,7
329,458,326,133634,2,133634,2009-11-26T06:07:16Z,0.4219122671591051,0.6061169028655027,0,0.00031121139033688633,5,50,0,2,10,"[{'url': '/categories/20', 'name': 'Apartment'}]",California,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.3860358023579771,5
326,455,326,105214,1,105214,2009-11-16T03:17:57Z,0.4219084284087513,0.6060785490494867,1,0.004356959464716408,32,75,0,7,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",California,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.37469134477475663,5
317,446,326,9465,1,9465,2009-03-17T00:11:58Z,0.6965409334697825,0.362130147619514,0,0.0028398039368240876,30,100,0,4,10,"[{'url': '/categories/56', 'name': 'Other - Nightlife '}]",Texas,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.10095863735124055,7
325,454,326,39101,1,39101,2009-10-07T02:41:38Z,0.42190504492350334,0.6060716378682192,3,0.0012837469851396562,20,75,0,1,10,"[{'url': '/categories/18', 'name': 'Asian'}]",California,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.3298125927620319,5
331,460,326,678284,1,678284,2010-03-10T03:41:46Z,0.9963095440059179,0.7735107629776965,2,0.004629269431261184,55,75,3,4,10,"[{'url': '/categories/32', 'name': 'Live Music'}]",Massachusetts,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.5025337403133179,0
316,445,326,9313,1,9313,2009-03-13T18:55:38Z,0.6965409334697825,0.362130147619514,167,0.13634949039134833,2426,75,6,11,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]",Texas,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.09734853757477069,7
330,459,326,467268,1,467268,2010-01-28T19:24:36Z,0.9964125762135951,0.7732318602451422,0,0.0008558313234264374,20,75,0,2,10,"[{'url': '/categories/16', 'name': 'American'}]",Massachusetts,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.45729614557674836,0
320,449,326,21992,1,21992,2009-08-22T01:04:29Z,0.4217322167981685,0.6058770184295077,16,0.013109779817941336,183,50,1,8,10,"[{'url': '/categories/28', 'name': 'Dive Bar'}]",California,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.2781589015433745,5
321,450,326,22629,1,22629,2009-08-27T00:56:50Z,0.9966699302885231,0.7733799473047416,13,0.006574340620866724,146,75,0,8,10,"[{'url': '/categories/167', 'name': 'Brewery / Microbrewery'}]",Massachusetts,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.28375925407640423,0
328,457,326,131403,1,131403,2009-11-25T17:56:07Z,0.42191942053822373,0.6060645210561542,0,0.0028398039368240876,38,75,0,3,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",California,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.3854664894415407,5
319,448,326,21786,1,21786,2009-08-20T21:30:17Z,0.4215331848111432,0.6064291052126207,0,0.003189916750953085,69,50,0,13,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",California,326,0,3,1,0,8,0,7,0,4,3,0,0.13866666666666666,19,0.33333333333333337,18,0.2768708519962644,5
340,495,355,169721,1,169721,2009-12-05T18:56:53Z,0.9639297064648713,0.7155822637101301,0,0.00023340854275266475,6,75,0,3,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",New York,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.3967264241264843,7
343,499,355,399514,1,399514,2010-01-17T03:31:05Z,0.9642188893295469,0.7165211640978917,1,0.00023340854275266475,6,75,1,0,10,"[{'url': '/categories/18', 'name': 'Asian'}]",New York,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.4442198056318567,7
335,490,355,10710,1,10710,2009-04-06T17:10:59Z,0.4195180663098985,0.9525606146228351,165,0.08499961098576209,1504,100,58,10,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",Washington,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.12417733576297607,5
346,502,355,1049410,1,1049410,2010-05-01T21:45:07Z,0.964227960122886,0.7130714590791953,3,0.00147825410410021,36,75,0,3,10,"[{'url': '/categories/31', 'name': 'Performing Arts'}]",New York,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.5616829112504895,7
342,497,355,309874,1,309874,2010-01-02T01:25:50Z,0.4197534914020953,0.9527530404132691,0,0.0012837469851396562,21,50,0,3,10,"[{'url': '/categories/189', 'name': 'Tacos'}]",Washington,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.42730335150097787,5
338,493,355,50644,1,50644,2009-10-17T01:49:50Z,0.41967840329945405,0.952558313741183,4,0.0027230996654477556,36,75,1,3,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",Washington,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.3409848769548809,5
339,494,355,80968,2,80968,2009-11-06T01:34:30Z,0.9641341432189708,0.7162021282884203,1,0.0025674939702793123,31,75,0,4,10,"[{'url': '/categories/97', 'name': 'Saloon'}]",New York,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.36339817453899315,7
347,503,355,1408687,1,1408687,2010-07-09T01:45:03Z,0.9639215808941116,0.7154673536411622,0,7.780284758422158e-05,2,100,0,0,10,"[{'url': '/categories/48', 'name': 'Resort'}]",New York,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.6381155419324571,7
337,492,355,33849,1,33849,2009-10-01T22:41:41Z,0.9640620613895132,0.7193984877066022,1,0.001867268342021318,39,75,1,5,10,"[{'url': '/categories/24', 'name': 'Pub'}]",New York,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.3240194454835894,7
344,500,355,507924,1,507924,2010-02-05T04:10:56Z,0.9642980694657766,0.7193610665924675,0,0.0004668170855053295,11,75,0,2,10,"[{'url': '/categories/241', 'name': 'Bar'}]",New York,355,0,3,2,0,1,0,8,1,5,2,0,0.005333333333333334,14,0.22222222222222227,14,0.4655548100952309,7
356,519,360,56754,1,56754,2009-10-21T20:19:34Z,0.7829946055034211,0.3514661966296029,4,0.0025674939702793123,61,75,0,1,10,"[{'url': '/categories/86', 'name': 'Seafood'}]",Louisiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.34633402271037994,4
360,525,360,179977,1,179977,2009-12-08T01:05:49Z,0.8258686507560677,0.6905008652603257,3,0.0008947327472185482,19,75,0,1,10,"[{'url': '/categories/154', 'name': 'Burgers'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.3992562192592253,0
367,533,360,1020597,1,1020597,2010-04-26T23:33:37Z,0.824495932148363,0.3658513991197485,9,0.0018283669182292072,46,100,0,5,10,"[{'url': '/categories/86', 'name': 'Seafood'}]",Florida,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.5561610859794754,4
359,523,360,164011,2,164011,2009-12-04T17:04:21Z,0.8256620764256383,0.6872387933032575,0,0.0002723099665447755,5,100,0,0,10,"[{'url': '/categories/153', 'name': 'Other - College & Education'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.395517537742208,0
350,512,360,26646,2,26646,2009-09-21T21:03:53Z,0.7808883821570503,0.3525073822556455,93,0.13471563059207967,1705,1500,3,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",Louisiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.3127306746432694,4
348,509,360,15521,1,15521,2009-06-18T19:07:14Z,0.783084584222405,0.3515356266625005,156,0.057690811483700304,1194,75,27,10,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",Louisiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.20611996915180342,4
365,531,360,534713,1,534713,2010-02-10T00:38:15Z,0.8270359153599656,0.6855009550035562,2,0.001089239866179102,26,50,0,1,10,"[{'url': '/categories/465', 'name': 'H&M'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.4709955125906937,0
366,532,360,816725,1,816725,2010-03-28T14:10:10Z,0.825382322346517,0.6865229320177217,0,0.00035011281412899715,3,100,0,0,10,"[{'url': '/categories/68', 'name': 'Contemporary Church'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.5232057597767614,0
363,529,360,409885,1,409885,2010-01-18T22:03:26Z,0.8249849607495952,0.6854367503648318,0,0.0003890142379211079,9,75,0,1,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.4462072033235245,0
352,515,360,39412,2,39412,2009-10-07T16:42:42Z,0.8270847531720955,0.6854415373255833,21,0.00976425737181981,164,250,2,10,10,"[{'url': '/categories/79', 'name': 'Stadium'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.3304674927372986,0
351,513,360,28304,1,28304,2009-09-24T19:15:46Z,0.8264402798235795,0.6904961362967819,3,0.0015171555278923209,29,150,0,3,10,"[{'url': '/categories/437', 'name': ""Trader Joe's""}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.3160102747037037,0
364,530,360,480193,1,480193,2010-01-30T20:27:32Z,0.8254836429559028,0.6838487848789483,7,0.01026997588111725,162,250,0,7,10,"[{'url': '/categories/224', 'name': 'Terminal'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.45958767256693633,0
355,518,360,54111,1,54111,2009-10-19T18:42:16Z,0.8267482052308653,0.6875406595284985,26,0.0049404808215980705,79,150,0,9,10,"[{'url': '/categories/207', 'name': 'Museum'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.34401573597564195,0
368,536,360,1382160,1,1382160,2010-07-03T21:38:28Z,0.8234987159799841,0.36619772261717287,0,0.00019450711896055396,5,75,0,0,10,"[{'url': '/categories/17', 'name': 'BBQ'}]",Florida,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.6323172295820747,6
358,522,360,144740,1,144740,2009-11-29T03:16:16Z,0.8270563550510639,0.6855982259570923,21,0.0066910448922430565,111,50,2,5,10,"[{'url': '/categories/63', 'name': 'Monument'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.3892664380555644,0
362,528,360,393116,2,393116,2010-01-16T14:43:17Z,0.8252129316603221,0.6855396958784927,1,0.0014004512565159886,8,75,0,1,10,"[{'url': '/categories/118', 'name': 'Health & Fitness'}]",Indiana,360,0,9,1,0,11,1,17,0,8,7,0,0.058666666666666666,33,0.8222222222222222,33,0.4436219550440974,0
